ezkerrera
61136, 0.09, 0.54, 0.94, 42.24, 2.14, 5.43, -23.33, 8.90, 18.64, 101.90
61263, 0.09, 0.43, 0.82, 9.34, -1.59, -2.87, -23.60, 8.76, 19.32, 101.90
61389, -0.11, 0.06, 0.98, 27.16, -0.79, 2.26, -23.83, 8.59, 20.52, 101.90
61516, 0.05, -0.24, 1.11, 7.75, -5.13, 4.58, -23.17, 9.39, 18.62, 101.90
61643, 0.04, -0.07, 1.14, 3.48, -5.98, 8.36, -24.32, 9.66, 19.90, 101.90
61770, 0.06, -0.21, 1.12, 20.14, 3.54, 5.98, -25.60, 8.53, 20.20, 101.91
61897, -0.20, 0.19, 1.11, -32.41, 6.35, -0.49, -23.77, 9.12, 19.80, 101.89
62023, -0.13, -0.19, 0.93, -3.85, -3.05, 13.55, -23.95, 9.53, 18.77, 101.90
62149, 0.10, 0.33, 0.62, -19.71, -1.22, 1.59, -24.13, 9.81, 17.99, 101.89
62275, 0.03, 0.04, 1.27, 26.00, -3.48, 0.85, -25.45, 10.01, 20.40, 101.90
62401, -0.11, 0.02, 0.95, 8.67, -2.69, -3.42, -24.21, 9.73, 19.26, 101.90
62527, -0.07, 0.38, 0.70, -6.65, -1.10, -1.59, -23.54, 9.99, 17.68, 101.91
62653, -0.01, 0.82, 0.77, 10.99, -2.26, 3.11, -24.33, 10.46, 18.15, 101.90
62780, -0.16, -0.29, 1.42, 23.32, -3.97, -2.44, -24.80, 10.13, 20.91, 101.90
62906, -0.10, 0.21, 0.63, -0.18, -4.27, 3.78, -23.95, 9.72, 18.30, 101.90
63032, -0.01, 0.03, 1.16, 5.55, -0.24, 6.10, -24.37, 10.38, 19.58, 101.90
63158, 0.07, 0.53, 0.93, -17.64, 2.99, 2.87, -25.05, 10.19, 19.13, 101.90
63285, -0.01, 0.04, 1.03, 19.29, -2.81, 5.49, -25.12, 10.08, 18.82, 101.90
63410, 0.01, 0.02, 1.20, -0.85, -4.03, 3.17, -24.57, 10.73, 18.88, 101.90
63537, 0.06, 0.18, 1.10, 7.93, -3.97, -2.32, -24.74, 10.79, 17.66, 101.90
63663, 0.13, 0.33, 0.73, 9.22, -2.56, -2.56, -25.59, 10.64, 19.06, 101.90
63789, 0.09, 0.38, 0.82, -4.52, -4.58, -6.65, -25.43, 10.57, 19.13, 101.89
63915, -0.05, -0.02, 0.76, 4.94, 0.79, -0.37, -23.84, 10.28, 18.15, 101.90
64041, -0.13, 0.64, 0.60, 1.53, 0.49, -6.71, -23.79, 11.01, 16.37, 101.89
64168, 0.06, -0.16, 1.32, -16.42, -3.78, 0.18, -24.32, 10.45, 18.57, 101.90
64295, -0.16, 0.13, 1.15, -9.34, -3.11, -1.22, -24.55, 10.56, 17.99, 101.90
64421, -0.24, -0.45, 1.28, 29.05, -2.32, 3.42, -23.41, 11.25, 17.35, 101.90
64548, 0.18, 0.30, 0.10, 43.88, -4.70, 8.67, -24.11, 10.96, 16.49, 101.90
64675, -0.18, 0.28, 0.85, -5.19, 1.65, 3.66, -25.17, 10.68, 18.02, 101.90
64802, 0.02, 0.01, 1.19, 11.54, -1.40, 4.33, -24.11, 11.01, 17.54, 101.90
64929, 0.02, 0.13, 1.06, 2.69, -3.30, 1.28, -23.43, 11.84, 16.99, 101.89
65055, 0.01, 0.20, 0.92, 4.94, -2.08, -2.44, -24.54, 11.94, 16.78, 101.90
65180, -0.09, 0.32, 0.70, 5.68, -2.32, 2.56, -24.67, 11.18, 16.91, 101.90
65307, -0.04, 0.17, 0.73, 4.46, -8.91, -4.09, -24.17, 11.77, 16.21, 101.90
65433, 0.01, 0.31, 0.94, 13.06, -2.38, -3.97, -23.43, 11.56, 15.32, 101.90
65559, -0.06, -0.29, 1.08, -8.12, -0.67, -2.69, -23.65, 12.12, 16.71, 101.91
65685, -0.15, 0.40, 0.85, 38.09, -2.32, 6.65, -24.12, 12.10, 17.94, 101.89
65811, -0.11, 0.92, 0.70, 8.48, -0.37, 5.86, -22.94, 11.52, 15.50, 101.90
65936, 0.05, -0.28, 1.63, 29.72, -2.38, 3.36, -22.71, 12.00, 15.82, 101.89
66062, -0.10, -0.14, 0.73, -27.22, -3.91, 2.75, -24.06, 11.93, 16.05, 101.90
66188, -0.07, 0.29, 0.63, 7.51, -1.95, 3.17, -24.17, 11.95, 16.25, 101.90
66314, -0.04, -0.15, 1.18, 3.72, -2.44, 4.52, -23.49, 13.53, 15.25, 101.90
66440, -0.05, 0.20, 0.41, 22.40, -5.37, 6.04, -23.40, 13.61, 14.33, 101.90
66565, 0.02, -0.47, 1.03, -4.33, -8.73, -0.24, -25.23, 12.41, 16.21, 101.90
66692, -0.02, -0.03, 1.04, -20.14, 3.66, -0.79, -23.78, 12.68, 16.46, 101.90
66818, 0.01, 0.40, 1.05, -4.82, -0.06, -0.12, -22.73, 14.12, 14.89, 101.90
66944, -0.03, 0.02, 0.89, -18.80, -1.59, -6.10, -24.05, 13.54, 15.21, 101.89
67070, -0.02, -0.06, 1.51, 7.69, 1.89, -3.30, -24.41, 14.16, 15.60, 101.90
67196, -0.24, 0.12, 1.38, 8.30, 0.00, 0.49, -23.65, 14.79, 15.23, 101.90
denbora=
12660
