39732, -0.07, 0.05, 1.18, 2.01, -0.61, 3.48, 61.02, 26.55, -4.72, 101.91
39858, -0.16, 0.37, 1.00, -5.00, 2.75, -0.06, 61.40, 26.23, -7.82, 101.90
39984, -0.13, 0.14, 0.66, -1.10, -15.38, 1.04, 62.04, 26.79, -7.32, 101.90
40110, -0.44, 0.04, -0.03, -6.77, -45.23, 12.02, 62.18, 27.45, -6.65, 101.90
40237, -0.64, 0.52, 0.50, -6.04, -7.02, 8.48, 60.36, 27.09, -6.43, 101.90
40364, -0.19, 0.34, 0.97, -5.19, 3.48, 4.46, 60.63, 26.79, -5.13, 101.90
40490, -0.24, 0.45, 0.89, -3.66, 0.06, -1.46, 60.88, 27.25, -6.13, 101.89
40617, -0.19, 0.19, 0.82, -3.42, -12.94, -0.85, 61.10, 26.26, -6.27, 101.90
40743, 0.06, -0.20, 1.17, 1.95, 3.30, -2.75, 60.72, 27.39, -7.39, 101.89
40868, -0.01, -0.35, 0.96, 4.82, -5.55, -1.59, 59.80, 28.09, -5.14, 101.90
40993, -0.27, 0.49, 0.86, 6.71, -0.55, -4.52, 59.72, 27.62, -5.26, 101.90
41119, -0.39, 0.48, 0.86, 7.32, 1.53, -0.12, 59.73, 27.37, -5.26, 101.90
41244, 0.31, -0.51, 1.35, -12.94, -15.08, 8.48, 60.64, 26.49, -6.20, 101.90
41369, 0.02, -0.16, 1.18, 6.53, -4.46, 0.85, 59.84, 27.51, -6.53, 101.90
41495, -0.49, 0.23, 1.43, 0.67, 13.43, 2.20, 59.68, 27.66, -5.98, 101.90
41620, -0.53, 0.42, 1.59, -0.49, 14.89, -3.60, 59.77, 27.11, -4.50, 101.90
41745, 0.46, 0.46, 1.53, -1.95, 9.95, -3.60, 59.23, 27.50, -4.99, 101.90
41870, -0.24, -0.05, 0.84, 3.85, -10.56, 2.50, 59.56, 26.68, -6.18, 101.89
41995, -0.36, 0.42, 1.27, -3.48, 3.05, 3.48, 60.11, 26.66, -6.54, 101.90
42120, -0.19, 0.10, 1.18, 0.73, -2.44, 0.24, 59.85, 26.56, -7.47, 101.90
42245, -0.13, 0.38, 0.82, -4.88, 10.07, 1.04, 59.63, 27.27, -5.33, 101.90
42371, -0.03, 0.01, 0.65, -2.62, -10.50, -0.18, 58.75, 27.20, -6.73, 101.91
42497, 0.14, -0.13, 1.05, -0.61, -9.16, -1.53, 59.01, 27.29, -4.65, 101.90
42622, -0.03, 0.03, 0.74, 3.66, -0.73, -3.36, 59.78, 26.43, -6.38, 101.90
42747, -0.11, 0.17, 0.84, 12.45, -0.49, -0.49, 59.42, 27.58, -6.95, 101.90
42874, -0.52, 0.73, 1.37, 9.03, -5.37, -2.81, 60.00, 27.49, -7.41, 101.90
42999, -0.09, -0.01, 0.80, 1.77, 3.42, 3.66, 59.81, 28.21, -7.08, 101.89
43125, -0.13, 0.05, 1.24, -0.37, 6.71, 1.71, 58.54, 27.56, -6.45, 101.89
43250, 0.17, -0.03, 0.76, 2.56, -4.33, 0.55, 58.54, 27.50, -6.99, 101.89
43375, -0.01, 0.15, 1.17, 1.16, -4.33, 0.12, 59.20, 26.89, -6.97, 101.90
43500, -0.05, -0.21, 1.27, 0.12, -0.61, -1.40, 59.45, 27.42, -7.85, 101.91
43625, 0.29, -0.14, 1.00, -12.70, 11.11, 2.44, 58.50, 28.05, -7.62, 101.90
43750, 0.09, -0.18, 0.69, 6.47, 11.96, 4.46, 58.08, 27.97, -6.51, 101.90
43875, 0.76, -0.84, 0.69, 8.12, -13.67, 0.92, 57.87, 27.86, -7.47, 101.90
44000, -0.35, 0.11, 0.55, -5.43, -4.82, 6.65, 57.53, 27.25, -7.01, 101.90
44125, 0.05, -0.06, 1.47, -7.26, 7.81, 1.10, 57.53, 27.01, -7.12, 101.89
44250, 0.09, -0.10, 0.90, 2.26, 9.40, -0.73, 56.88, 27.61, -8.28, 101.90
44375, 0.07, -0.30, 0.62, -6.41, -14.28, 5.31, 57.63, 27.16, -8.02, 101.90
44500, -0.13, 0.05, 1.15, -2.44, 2.14, 2.62, 55.73, 27.98, -6.45, 101.91
44625, -0.04, -0.07, 1.05, 4.39, -2.44, 1.59, 55.04, 27.49, -6.74, 101.90
44750, -0.31, 0.32, 0.99, -0.61, -8.48, 5.86, 55.58, 26.29, -5.65, 101.90
44875, -0.13, 0.20, 1.23, -1.46, -2.56, 0.67, 55.35, 26.79, -7.36, 101.90
45000, 0.09, -0.21, 0.50, -1.95, -20.75, 4.46, 55.66, 26.55, -6.76, 101.90
45125, -0.36, 0.25, 1.02, -2.26, 10.01, 2.08, 55.14, 26.27, -6.08, 101.90
45250, -0.28, 0.16, 1.79, -0.18, -2.87, -5.25, 55.02, 26.29, -5.85, 101.89
45375, 0.16, -0.07, 0.85, 2.62, 0.73, -2.75, 53.87, 26.48, -4.42, 101.90
45500, 0.02, -0.08, 1.36, -6.65, -3.54, 3.30, 53.55, 26.43, -3.17, 101.90
45625, 0.23, -0.24, 0.92, -0.92, 10.86, 1.71, 54.90, 25.60, -4.41, 101.91
45752, -0.17, 0.01, 0.85, -2.75, -1.77, -14.59, 54.58, 26.03, -5.11, 101.90
