2993286, -0.01, -0.01, 0.93, 1.40, 0.18, -1.04, -5.65, -46.23, -16.75, 102.10
2993410, -0.00, 0.00, 0.99, 1.28, -0.18, -1.65, -5.26, -45.57, -16.64, 102.10
2993535, 0.02, 0.05, 0.99, 1.10, 0.12, -2.99, -5.90, -45.43, -16.82, 102.10
2993661, 0.07, 0.08, 0.96, 1.04, -0.92, -12.82, -4.82, -45.69, -16.85, 102.10
2993787, 0.16, -0.13, 0.97, 1.04, 0.67, -2.38, -4.27, -44.48, -18.07, 102.10
2993912, 0.20, -0.02, 1.03, 1.89, 0.12, 10.80, -4.39, -45.24, -17.20, 102.08
2994037, 0.11, 0.06, 1.24, 0.92, 1.28, -0.49, -4.38, -45.18, -16.97, 102.10
2994162, 0.08, 0.03, 1.11, 2.44, -0.61, -4.15, -4.41, -45.10, -16.00, 102.09
2994287, -0.04, 0.10, 1.13, 0.79, -0.55, -2.93, -4.85, -44.41, -14.21, 102.10
2994412, -0.13, -0.02, 1.05, 0.73, 1.40, 3.05, -5.20, -43.42, -12.66, 102.10
2994537, -0.13, 0.05, 0.94, 1.46, 0.43, 3.36, -6.16, -42.57, -10.71, 102.10
2994662, -0.14, 0.05, 1.20, 1.59, 1.28, 0.49, -6.48, -42.04, -10.30, 102.10
2994788, 0.14, 0.08, 1.05, 1.53, 1.10, -2.69, -8.08, -41.41, -9.91, 102.10
2994913, 0.26, 0.01, 0.93, 2.14, 1.22, -15.99, -8.63, -41.10, -9.84, 102.10
2995038, -0.08, 0.02, 1.16, 0.73, 0.49, -8.12, -8.31, -39.58, -10.80, 102.08
2995163, 0.12, -0.02, 0.94, 0.98, 0.79, -3.85, -9.39, -38.26, -11.89, 102.10
2995289, -0.16, -0.07, 1.00, 0.79, 0.24, -3.05, -9.01, -37.34, -13.44, 102.08
2995415, -0.01, -0.03, 0.97, 1.95, 0.73, -2.01, -9.33, -36.83, -16.24, 102.10
2995540, -0.22, 0.05, 1.09, 2.75, 0.31, 2.26, -9.11, -36.58, -16.75, 102.10
2995666, 0.15, -0.06, 1.05, 0.73, -0.06, 0.98, -9.13, -36.28, -17.96, 102.10
2995793, -0.01, 0.04, 1.14, 0.85, 0.24, 3.54, -8.67, -35.93, -20.21, 102.10
2995919, -0.15, 0.07, 1.06, 1.10, 1.10, 4.33, -7.92, -35.80, -21.57, 102.10
2996046, -0.10, -0.01, 0.99, 1.10, -0.06, 0.61, -7.76, -36.02, -21.13, 102.10
2996172, -0.13, 0.07, 0.97, 1.89, -0.31, 14.28, -7.92, -36.12, -22.90, 102.09
2996298, 0.03, 0.09, 0.99, 1.28, 0.18, 10.07, -8.13, -35.83, -21.04, 102.10
2996424, -0.00, 0.03, 0.94, 0.98, 0.00, -6.47, -7.30, -35.95, -21.52, 102.10
2996550, 0.01, 0.06, 0.96, 0.92, -0.06, -5.62, -7.20, -36.11, -22.66, 102.10
2996677, 0.01, 0.11, 0.84, -0.06, -0.12, -3.78, -7.39, -36.62, -23.16, 102.09
2996803, 0.00, 0.10, 1.06, 1.28, -0.85, -10.99, -7.13, -36.91, -23.18, 102.09
2996929, -0.07, 0.03, 1.03, 1.83, 0.67, -8.67, -7.45, -37.28, -24.16, 102.08
2997056, -0.02, 0.04, 1.16, -0.43, 0.85, -0.79, -6.98, -38.54, -23.40, 102.10
2997182, 0.01, -0.08, 1.06, 3.11, 0.24, 12.94, -8.14, -39.33, -23.57, 102.08
2997309, 0.06, 0.02, 1.08, 1.83, 0.92, 0.79, -8.20, -39.70, -22.18, 102.09
2997435, -0.03, -0.06, 1.01, 1.95, -0.92, -19.10, -7.92, -39.90, -21.67, 102.09
2997561, -0.03, -0.01, 1.06, 2.87, -0.73, 5.80, -7.54, -40.19, -22.28, 102.10
2997688, 0.04, 0.04, 0.96, 1.71, 0.49, 21.48, -8.26, -40.54, -22.12, 102.10
2997814, 0.00, 0.10, 0.90, -0.18, 0.24, 3.36, -9.29, -41.26, -22.02, 102.10
2997941, 0.00, 0.03, 0.85, -0.24, 0.73, -2.99, -8.85, -42.31, -21.30, 102.10
2998066, -0.08, 0.01, 0.93, 0.79, 0.37, -12.08, -8.80, -43.32, -19.87, 102.10
2998192, -0.06, -0.13, 1.08, 0.00, 0.61, 0.67, -8.35, -44.01, -19.06, 102.10
2998318, -0.02, -0.11, 0.96, 1.22, 0.18, 8.42, -8.84, -45.08, -17.44, 102.10
2998444, -0.01, -0.13, 0.94, 1.10, 0.24, 10.56, -8.89, -45.79, -15.70, 102.10
2998570, 0.04, -0.08, 1.03, 1.83, 0.49, -2.08, -9.41, -46.02, -15.55, 102.08
